id;predicted;uq;resid
CHEMBL217867;-2.2094371;0.14265022;-0.4807589481468
CHEMBL3114496;0.23975529;0.36010858;-1.4402409857672873
CHEMBL3114489;-1.4373329;0.16081862;-0.08118107130183772
CHEMBL3114473;-1.9768324;0.23322348;-0.25361653154673114
CHEMBL3114472;-2.1228848;0.12249052;-0.15586885058661792
CHEMBL3114471;-2.1787565;0.10447692;-0.14346281928531068
CHEMBL3114480;-2.145381;0.1455902;0.20089830166574907
CHEMBL3114481;-2.3353682;0.13169527;0.33973296183555557
CHEMBL3114479;-2.0682664;0.1529681;0.2758747022558965
CHEMBL3114478;-1.949224;0.101322;0.014725543965172339
CHEMBL3114470;-2.170842;0.15861082;-0.08443057280655308
CHEMBL3114477;-1.8849083;0.109421104;0.24145564203340486
CHEMBL3114483;-1.7214003;0.10515138;0.1650977601580057
CHEMBL3114474;-2.2273574;0.20788725;0.449206137159081
CHEMBL3114475;-2.6452234;0.24486472;0.4411033964792068
CHEMBL3114465;-3.2421174;0.3092228;0.8441773962657071
CHEMBL3114458;-2.5376976;0.22541688;-1.3431160386461483
CHEMBL2018359;-2.0384433;0.18622808;-0.7324086846920705
CHEMBL1770725;-0.22645196;0.28731912;0.15456995588013872
CHEMBL1770727;0.11390927;0.33483565;-0.9480119226018889
CHEMBL429765;-2.3670883;0.12906492;0.0660583222071125
CHEMBL404977;-3.5446784;0.34007847;-0.8355327920808691
CHEMBL262961;-4.3589725;0.5456852;-0.2942399643368674
CHEMBL267406;-4.4395714;0.5390901;0.18429887551192792
CHEMBL265399;-4.383491;0.5753701;0.48040105228417884
CHEMBL405694;-3.7837622;0.41437334;-0.21623778343200684
CHEMBL438008;-4.0109997;0.36542755;0.010999679565429688
CHEMBL376040;-4.2156367;0.5135853;0.06950869451585362
CHEMBL439085;-3.9194155;0.44783577;-0.4607957677736181
CHEMBL407401;-3.8592443;0.44973204;0.3277654295763974
CHEMBL223642;-2.5671978;0.13299175;-0.3228038135020195
CHEMBL374579;-2.8402047;0.1814411;-0.8097956808080924
CHEMBL20034;-2.5422547;0.15115619;0.19983200553338465
CHEMBL216229;-4.0055785;0.41684318;0.005578517913818359
CHEMBL409205;-4.190539;0.46122855;0.19053888320922852
CHEMBL407697;-4.5517197;0.48266095;0.597477156088019
CHEMBL414492;-4.07506;0.48416555;-0.9249401092529297
CHEMBL404978;-3.7971876;0.4630122;0.19512757542923964
CHEMBL402699;-3.8933227;0.42741215;-0.10667729377746582
CHEMBL415812;-3.5339963;0.35043696;-0.3048527471245843
CHEMBL405767;-4.7895613;0.52457994;0.2844112933475742
CHEMBL409807;-4.32933;0.51340604;-0.4967448352020467
CHEMBL410450;-4.129577;0.42671725;-0.5779930162163449
CHEMBL386824;-3.8049383;0.4811563;-0.00797504029764129
CHEMBL411078;-4.019679;0.45446655;0.33934355610447975
CHEMBL269328;-3.9105146;0.3945643;0.27957847406019765
CHEMBL216101;-4.397388;0.45407104;0.6984179770787766
CHEMBL269517;-3.754287;0.398272;-1.2234366008180224
CHEMBL266666;-4.2557497;0.5183626;-0.5893483375606436
CHEMBL263335;-4.7758083;0.63615197;-0.22419166564941406
CHEMBL414069;-3.6961453;0.4163741;-0.30385470390319824
CHEMBL406587;-4.282805;0.51670504;0.6295924521975564
CHEMBL408025;-4.3494015;0.48161143;0.34940147399902344
CHEMBL414503;-3.5084164;0.35041884;-0.49158358573913574
CHEMBL407854;-3.1764998;0.32984892;0.7293418122551927
CHEMBL437079;-3.273555;0.2878476;-0.7264449596405029
CHEMBL384703;-3.7380676;0.3975483;-0.261932373046875
CHEMBL407740;-3.7127755;0.4085704;0.23565421410663134
CHEMBL407774;-3.0115974;0.32252303;-0.4197663692157505
CHEMBL268420;-3.2045782;0.28445932;1.1745859858617762
CHEMBL265906;-2.0054848;0.20558643;-0.7869068700860224
CHEMBL274851;-2.1269789;0.28620115;-0.5451189837291741
CHEMBL376719;-2.0081062;0.18952492;-0.841896354403008
CHEMBL264010;-2.550477;0.1537319;1.0880790299941103
CHEMBL435149;-2.8140738;0.18741639;-0.9459262462520805
CHEMBL411804;-2.7069168;0.22151622;0.47646788770375714
CHEMBL406459;-2.45917;0.13543786;0.25777297875266836
