id;predicted;uq;resid
mobley_1017962;-2.7597387;0.27581424;0.2697386837005613
mobley_1019269;-4.231229;0.28140888;-0.48877117156982397
mobley_1034539;-3.005477;0.30683547;-0.03452304840087894
mobley_1036761;-5.0445766;0.376482;0.4545766448974611
mobley_1046331;-8.092235;1.0085038;4.27223461151123
mobley_1075836;-3.3564875;0.37009856;0.4264875125885008
mobley_1079207;-1.1753224;0.43943462;0.19532241344451906
mobley_1107178;-0.78783643;0.55944735;0.047836432456970224
mobley_1139153;2.279188;1.234245;0.6108120822906495
mobley_1144156;-2.440096;0.56855786;0.8500959014892577
mobley_1160109;-4.108021;0.3006877;0.3580207824707031
mobley_1178614;-6.2554336;0.6566901;1.7054335594177248
mobley_1189457;-2.6498327;0.28901124;-0.08016727447509764
mobley_1199854;-0.6824457;0.48917618;0.15244570493698117
mobley_1231151;-0.2346679;0.5859803;-0.01533210277557373
mobley_1235151;-3.241414;0.33262047;0.4214140701293947
mobley_1244778;-5.026966;0.4046644;-0.4530339050292973
mobley_1261349;2.200238;1.0056033;0.3097620105743406
mobley_1278715;-0.16667515;0.7152247;-0.4733248496055603
mobley_129464;-2.5216556;0.35161453;1.6916555595397949
mobley_1323538;-6.2850084;0.62774414;-1.214991569519043
mobley_1328465;-1.5466051;0.364442;-0.44339488983154296
mobley_1328936;-4.0531054;0.6251315;-2.826894645690918
mobley_1352110;-4.1882677;0.2786115;0.5482677078247069
mobley_1363784;-4.8098793;0.3337956;-0.030120697021484233
mobley_1396156;-4.568453;0.59908795;-0.6515471649169919
mobley_1417007;-8.959343;1.0517768;-0.05065704345703104
mobley_1424265;-0.9098755;0.42595297;0.07987551212310795
mobley_1449384;-0.7067304;0.5324972;0.026730425357818555
mobley_1469079;-3.5427995;0.27222154;-0.017200527191162163
mobley_1502181;-2.883927;0.27066988;0.3939271068572996
mobley_1520842;-5.0179696;0.31604376;0.08796960830688505
mobley_1527293;-6.279709;0.78021294;-2.1402911376953124
mobley_1563176;-1.6098164;0.568872;0.6198164319992066
mobley_1571523;-5.519179;0.42499363;-0.6408211326599123
mobley_1592519;-2.426149;0.033212915;0.19614889144897463
mobley_1615431;-2.3021924;0.38768348;1.7721924495697021
mobley_1636752;-5.2219896;0.44490594;0.12198963165283239
mobley_1650157;-4.5032463;0.31232777;0.033246307373047124
mobley_1659169;-6.6944427;0.69805694;-0.47555725097656243
mobley_1662128;0.7522049;0.76068157;0.6277951049804686
mobley_1674094;0.20282704;0.6339615;0.08717296361923216
mobley_1708457;-7.394797;0.99075556;-2.685203151702881
mobley_1717215;-3.7812896;0.4679453;1.001289577484131
mobley_1722522;-2.4579742;0.07726494;-0.032025804519653533
mobley_1723043;-1.927713;0.91582763;5.35771303653717
mobley_1728386;-9.104965;1.1987656;-1.8950347900390625
mobley_172879;-3.54952;0.2447666;0.3995200157165528
mobley_1733799;-6.4936786;0.678238;0.6436785697937015
mobley_1735893;-5.577783;0.6068213;-0.6322168922424316
