id;predicted;uq;resid
2683434;1.174343;0.16888796;0.08565701007843018
827236;1.2648886;0.19230801;0.3551113557815553
3531199;1.1038512;0.15282457;0.016148800849914657
1817738;1.1783848;0.19140469;0.06161521911621093
5388625;1.0353343;0.16871487;0.11466565132141104
3819883;1.0394007;0.1554875;0.050599303245544514
618622;1.0714344;0.13471168;0.05856562137603749
6641641;1.5544182;0.2185269;0.10558179378509513
78056390;1.5274146;0.24556659;-0.7774145603179932
367817;1.5064718;0.22236878;0.18352824687957758
28689089;2.3221765;0.38752645;0.09782354354858391
121879;0.7458645;0.122984946;0.004135489463806152
18708708;1.4686394;0.20136863;-0.03863937377929694
6283256;0.87639064;0.16221829;-0.27639063596725466
89690;1.5887613;0.23619816;-0.05876132965087888
89612;1.0258405;0.18355036;0.10415947914123524
3460182;1.4732193;0.22183092;-0.10321927547454823
364749;1.262675;0.21102835;-0.9326750469207763
97029;0.7302999;0.07935793;-0.010299890041351345
3698837;1.8237164;0.29039302;0.8962835979461672
327924;1.835586;0.26150203;0.24441404819488532
606224;0.8108493;0.073805384;0.029150691032409637
618871;0.7176547;0.1535098;0.22234529495239252
611063;0.9557839;0.16487698;0.03421609640121459
6284839;2.0155592;0.35491043;0.17444080352783198
6306394;2.149482;0.34845495;0.06051798820495602
88744;0.098971255;0.07822331;-0.018971255123615263
121733;0.6618841;0.09457092;0.06811587095260618
402675;0.22879657;0.088347524;-0.028796571493148793
585795;1.051195;0.14129916;-0.021195025444030735
320763;1.7889215;0.3080448;-0.16892147541046132
609892;1.7184902;0.25825632;0.03150975704193115
100005;0.41106746;0.08029161;0.01893254399299621
20098480;1.023284;0.17986338;0.5267160415649415
350469;0.14629823;0.06684056;-0.04629822969436645
117180;1.9109882;0.279559;-0.09098821163177484
586787;0.400448;0.10493508;-0.02044799447059631
314410;1.7219914;0.25633597;0.1480085802078248
879390;1.5550623;0.26353875;0.22493770599365237
99547;1.1448379;0.24461551;0.01516214370727531
