id;predicted;uq;resid
CHEMBL103667;-2.733833;0.35510147;-1.7432881801499605
CHEMBL104466;-3.4043918;0.3446737;-1.2945782387415363
CHEMBL1076221;-2.5137615;0.16132389;-0.18520848395027656
CHEMBL1076700;-0.6559435;0.3359921;-0.043026491419453916
CHEMBL1077431;-1.6809939;0.2869149;-0.2634887575459819
CHEMBL1077458;-3.4252791;0.29483595;0.7624505056797548
CHEMBL1077575;-1.4498483;0.18782796;-1.0315943342441871
CHEMBL1077841;-3.081505;0.2092574;1.2426559694586676
CHEMBL1077842;-0.85734504;0.28809038;-0.8586582990219147
CHEMBL1078005;-1.7962918;0.1811489;0.8932018411635739
CHEMBL1078159;-1.8092641;0.17692801;-0.9271324384414985
CHEMBL1078165;-2.3348734;0.24300107;0.2142995066756197
CHEMBL1078166;-2.2977378;0.19746193;1.2977378368377686
CHEMBL1078178;-2.118136;0.15518713;0.86286342400436
CHEMBL1078228;-2.4754343;0.210503;0.4109763140567728
CHEMBL1078229;-2.1814706;0.21399593;0.12839218906968064
CHEMBL1078274;-2.053755;0.24457854;1.5766337902174714
CHEMBL1078275;-1.0765005;0.24309978;0.29834928462764787
CHEMBL1078276;-1.3529727;0.24470325;0.3115800607371606
CHEMBL1078277;-1.0507656;0.2388432;0.1476756465911252
CHEMBL1078363;-0.9142285;0.30340913;-0.8986848577071564
CHEMBL1078364;-2.2656384;0.13287151;0.7885170967207673
CHEMBL1078370;-1.9177967;0.20954989;-0.5564195330810775
CHEMBL1078453;-1.4170913;0.22401546;-1.3224810940304752
CHEMBL1078688;-1.0980645;0.2433001;0.01888329576908654
CHEMBL1078689;-0.7084631;0.3168256;-0.24577943666253033
CHEMBL1078720;-2.7227414;0.13292009;0.5026332773926843
CHEMBL1078721;-1.5500286;0.2339843;-0.6621590418581813
CHEMBL1078767;-1.0092301;0.2731403;-0.1948898457845869
CHEMBL1078866;-1.2836746;0.1777179;0.13754656206193538
CHEMBL1078889;-1.425258;0.16263495;1.1242280447641804
CHEMBL1078933;-1.9226767;0.2611054;0.2505788245365115
CHEMBL1078934;-1.5622462;0.21640292;-0.05053765329718929
CHEMBL1078971;-0.8680886;0.2973599;-0.38718390208359166
CHEMBL1078984;-2.3860345;0.16988969;-0.3406927203485939
CHEMBL1079077;-1.0236456;0.24135415;0.42158564809159327
CHEMBL1079078;-1.16477;0.21175745;0.38661875674984025
CHEMBL1079120;-1.6868175;0.15603825;-0.5826954174005947
CHEMBL1079121;-2.4434874;0.28686887;-0.12938419642350274
CHEMBL1079523;-2.3345606;0.2578685;0.8874026013634693
CHEMBL1079524;-1.8002408;0.36075652;-1.3900909430891146
CHEMBL1079525;-2.9199731;0.17562892;0.6895242136162327
CHEMBL1079526;-2.2477477;0.2110333;0.2609759254169828
CHEMBL1079593;-1.9610584;0.30339253;0.5460850302487865
CHEMBL1079594;-2.00776;0.1740519;1.308790043576579
CHEMBL1079689;-1.6138513;0.24816889;-0.894004562873199
CHEMBL1079690;-2.722236;0.2721336;0.41688454859842006
