id;predicted;uq;resid
CHEMBL103667;-2.5166602;0.2761617;-1.9604610412492036
CHEMBL1077291;-3.1139941;0.25352424;0.01019040059555687
CHEMBL1077729;-1.4288014;0.31130806;-0.17325857397719346
CHEMBL1078060;-1.4484572;0.317005;0.0012992097161304006
CHEMBL1078061;-1.4546907;0.30908334;-0.3514892791749271
CHEMBL1078827;-2.1830566;0.16094804;-0.963071442736954
CHEMBL1078828;-2.1917455;0.11783772;-0.4984505603904523
CHEMBL1078906;-2.0624943;0.25666776;0.6153362466118824
CHEMBL1079538;-1.9928114;0.36436695;0.7623625200432347
CHEMBL1079713;-1.534718;0.26749516;0.23368804098763007
CHEMBL1082291;-1.4743929;0.269021;0.8723328996022134
CHEMBL1082492;-0.9612456;0.31368554;0.18309434602520036
CHEMBL1082507;-2.1235054;0.07283577;0.9193853712716875
CHEMBL1082597;-1.3125118;0.2834223;0.3125118017196655
CHEMBL1082830;-1.8606105;0.20440836;-0.04787453380174522
CHEMBL1082831;-1.8652565;0.20731641;0.14925320429305722
CHEMBL1083490;-1.9871086;0.18426348;0.0894814969282478
CHEMBL1083491;-1.7355336;0.1986894;-0.004829094409100065
CHEMBL1083771;-1.9569763;0.15514843;-0.10372154583609472
CHEMBL1083772;-0.98579687;0.34953746;-0.09338437724650794
CHEMBL1083773;-1.1990663;0.3094878;-1.6138470753241916
CHEMBL1083774;-1.2918316;0.23496386;0.06138269120870099
CHEMBL1083801;-1.3926779;0.29092905;0.43843539373602924
CHEMBL1084067;-1.4312775;0.29013267;-0.1707824778239342
CHEMBL1084079;-1.3488868;0.27436113;1.0478568518320515
CHEMBL1084451;-2.5465722;0.16701162;0.025434124700505212
CHEMBL1084452;-1.8952276;0.17568648;-0.6193202012000198
CHEMBL1084453;-2.6325803;0.14322664;-0.5870042459102995
CHEMBL1084633;-2.8155267;0.29079616;0.46334420575033164
CHEMBL1084634;-2.3482308;0.29167178;-0.3793104182529219
CHEMBL1084636;-1.1257685;0.30369464;0.1257685422897339
CHEMBL1084858;-1.1065488;0.33932847;0.4075787818273112
CHEMBL1084859;-1.3279104;0.27527;0.42482043628686494
CHEMBL1084860;-1.1926341;0.30533582;0.4144828552987294
CHEMBL1084887;-1.3464112;0.27569872;-0.5620737906987179
CHEMBL1084888;-1.6517252;0.22920592;0.14657519467661495
CHEMBL1084889;-1.2187693;0.30783182;-0.25835194281475515
CHEMBL1084926;-2.6928546;0.18750088;-1.307145357131958
CHEMBL1085131;-1.5544375;0.23726371;-0.1859251713744321
CHEMBL1085132;-1.5655606;0.2706075;0.08843932458026438
CHEMBL1085133;-2.1736994;0.1757267;-0.2687803900971635
CHEMBL1085134;-2.1470542;0.47883403;-0.10336580690484132
CHEMBL1085135;-2.2239466;0.20254114;-0.1876731346131324
CHEMBL1085136;-1.8596556;0.1917916;-0.46256367606631654
CHEMBL1085178;-3.9577913;0.29634413;0.9577913284301758
CHEMBL1085356;-2.778585;0.28664318;1.079614952786784
CHEMBL1085357;-2.370966;0.1495783;0.6466900880408124
CHEMBL1085387;-1.5603758;0.26766312;0.17120972530496203
CHEMBL1085607;-1.2033582;0.3342723;0.20335817337036133
CHEMBL1085833;-1.6737435;0.22583868;0.527615450726181
CHEMBL1085848;-2.087035;0.1172615;1.6099136859999421
CHEMBL1086219;-1.9495636;0.20327905;-0.5261075658497592
CHEMBL1086309;-2.1977358;0.1556943;0.4573730969437442
CHEMBL1086334;-1.4604654;0.2577628;-1.5676989882110912
CHEMBL1086444;-1.880215;0.18721095;-0.6820778156664962
CHEMBL1086556;-2.3575678;0.15755598;0.2856857798642851
CHEMBL1086557;-2.1822033;0.17363869;0.3071420294549796
CHEMBL1086579;-1.0542121;0.31654605;-0.12187916570240964
CHEMBL1086581;-2.1616766;0.19387715;0.31657860526467374
CHEMBL1086582;-1.3246769;0.25462794;0.32467687129974365
